Área Inicial,Módulo elástico,Carga no escoamento,Tensão de escoamento,Dedformação no escoamento,Força máxima,Tensão na força máxima,Deformação na força máxima,Força de ruptura,Deformação na ruptura,Plano,Plano ID
0.2667394329824777,1.0,0.19047619047619077,0.40093503103092853,0.032388663967610754,0.4642857142857144,0.7512624109326449,0.2607279158521827,0.9391891891891895,0.09424273858921156,em pé,2
0.29245189408684613,0.94140625,0.22857142857142831,0.4199008887906315,0.17004048582995956,0.5,0.7541223548111606,0.3847156287815321,0.7499999999999991,0.20915456431535268,em pé,2
0.2729678225316059,0.84375,0.26666666666666716,0.48088377393376813,0.41295546558704466,0.5571428571428569,0.8848551947030181,0.5477985665084244,0.9797297297297289,0.23125,em pé,2
0.28912398006304674,0.828125,0.20952380952380975,0.4016339500014183,0.14979757085020218,0.4071428571428575,0.6150026002018283,0.11570324862701264,0.864864864864864,0.05728734439834021,em pé,2
0.3189734352061748,0.81640625,0.45714285714285796,0.6499986812056164,0.522267206477733,0.6285714285714281,0.9003333393350097,0.39039374476403266,0.9256756756756763,0.22632261410788385,em pé,2
0.06113133811148419,0.91796875,0.11428571428571438,0.5108396562496473,0.17004048582995956,0.23571428571428488,0.8216270586613845,0.26137950293214174,0.7364864864864868,0.07105809128630708,em pé,2
0.06084129055895282,0.8828125,0.22857142857142831,0.6461398485717211,0.4939271255060733,0.27857142857142936,0.8932902692247957,0.3435725588755467,0.7094594594594597,0.11558609958506222,em pé,2
0.08001496034744804,0.7421875,0.20952380952380975,0.6040757205703757,0.4412955465587043,0.35000000000000053,0.9687940690281671,0.4012845573862047,0.7770270270270272,0.143801867219917,em pé,2
0.0,0.72265625,0.038095238095237974,0.48143586192017285,0.376518218623481,0.0,0.561822218028853,0.0,0.5202702702702702,0.0,em pé,2
0.0746414477952575,0.77734375,0.10476190476190488,0.48618235492780126,0.45748987854250966,0.22142857142857064,0.7683872116548152,0.11467932607279141,0.6824324324324316,0.04229771784232367,em pé,2
0.5613870379275339,0.7421875,1.0,1.0,1.0,0.9285714285714288,0.8637295150145228,0.47584473610723244,0.7837837837837833,0.505990663900415,45,3
0.329883294024258,0.9609375,0.6380952380952384,0.8404255968369858,0.5910931174089074,0.7071428571428582,1.0,0.4683980266219865,0.20945945945945876,0.6906639004149377,45,3
0.40004427041591306,0.671875,0.7142857142857152,0.8538605684443459,0.8582995951417001,0.6785714285714288,0.8104338920415923,0.4993949548543237,0.5810810810810798,0.6024896265560167,45,3
0.40004427041591306,0.79296875,0.4000000000000005,0.510099420184071,0.3360323886639671,0.7285714285714286,0.8871546082891388,0.6142604486642465,0.3648648648648649,0.6621369294605808,45,3
0.6895269935044617,0.796875,0.9047619047619051,0.7777544647991181,0.6275303643724701,1.0,0.7200829069018262,0.37792050637624497,1.0,0.5746887966804981,45,3
0.5643146570022031,0.7624527453411782,0.9092866880173691,0.9796371713010821,0.8279437421407413,0.9663373483693636,0.8303533142815229,0.4446405120397779,0.981710979044501,0.5579169464245336,45,3
0.4965082807503862,0.7921183363474606,0.9713170362801269,0.9649088152507052,0.8323616596941853,0.851786546285197,0.8690618127616119,0.5798256541261848,0.5942065136114714,0.5499019814768605,45,3
0.5102664945363836,0.8464319368599317,0.8643416834006159,0.8323387302438158,0.6187015653063519,0.7522688777657056,0.8721750149369295,0.4427212036094978,0.30358926726501334,0.6327165572310143,45,3
0.5643877652991623,0.7933698534463974,0.523790252097426,0.6310538988067982,0.44554873578687604,0.8531526504502315,0.7238710667392445,0.4233921343584091,0.9370477345452931,0.6368439911309408,45,3
0.6279229424325985,0.7444786733905734,0.8679092365324065,0.8300844635040157,0.7699077621198359,0.76746275311228,0.7351633633070481,0.38195097316197035,0.9275433972168494,0.5965139168942314,45,3
